biodegradation_time_days,biodegradation_percentage,study_id,instance,adjusted_hb_ratio_formulation_mol,adjusted_hv_ratio_formulation_mol,biodegradation_condition,degradation_mechanism,additives,t_biodeg,degradation_environment,additive_type_1,additive1_percentage_wt,additive_type_2,additive2_percentage_wt,additive_type_3,additive3_percentage_wt,sample_shape_morphology,pha_degrading_microbes
12.0,7.0,20,3,76.0,4.0,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
15.0,14.0,20,3,76.0,4.0,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
17.0,20.0,20,3,76.0,4.0,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
19.0,24.0,20,3,76.0,4.0,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
22.0,28.0,20,3,76.0,4.0,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
25.0,34.0,20,3,76.0,4.0,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
27.0,40.0,20,3,76.0,4.0,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
30.0,44.0,20,3,76.0,4.0,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
32.0,48.0,20,3,76.0,4.0,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
35.0,51.0,20,3,76.0,4.0,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
37.0,55.0,20,3,76.0,4.0,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
40.0,58.0,20,3,76.0,4.0,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
42.0,59.0,20,3,76.0,4.0,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
44.0,60.0,20,3,76.0,4.0,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
4.0,5.0,20,4,66.5,3.5,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
7.0,7.0,20,4,66.5,3.5,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
12.0,13.0,20,4,66.5,3.5,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
14.0,18.0,20,4,66.5,3.5,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
17.0,22.0,20,4,66.5,3.5,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
20.0,28.0,20,4,66.5,3.5,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
22.0,32.0,20,4,66.5,3.5,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
25.0,36.0,20,4,66.5,3.5,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
27.0,42.0,20,4,66.5,3.5,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
29.0,46.0,20,4,66.5,3.5,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
32.0,51.0,20,4,66.5,3.5,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
34.0,54.0,20,4,66.5,3.5,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
37.0,56.0,20,4,66.5,3.5,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
39.0,58.0,20,4,66.5,3.5,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
44.0,58.0,20,4,66.5,3.5,aerobic,enzyme_mediated_microbial_biodegradation,yes,23.0,laboratory_mineral_media,filler,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
66.0,33.0,22,1,97.5,2.5,aerobic,hydrolysis_assisted_microbial_assimilation,no,25.0,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
79.0,37.0,22,1,97.5,2.5,aerobic,hydrolysis_assisted_microbial_assimilation,no,25.0,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
94.0,40.0,22,1,97.5,2.5,aerobic,hydrolysis_assisted_microbial_assimilation,no,25.0,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
104.0,43.0,22,1,97.5,2.5,aerobic,hydrolysis_assisted_microbial_assimilation,no,25.0,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
118.0,45.0,22,1,97.5,2.5,aerobic,hydrolysis_assisted_microbial_assimilation,no,25.0,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
131.0,47.0,22,1,97.5,2.5,aerobic,hydrolysis_assisted_microbial_assimilation,no,25.0,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
146.0,49.0,22,1,97.5,2.5,aerobic,hydrolysis_assisted_microbial_assimilation,no,25.0,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
160.0,52.0,22,1,97.5,2.5,aerobic,hydrolysis_assisted_microbial_assimilation,no,25.0,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
174.0,54.0,22,1,97.5,2.5,aerobic,hydrolysis_assisted_microbial_assimilation,no,25.0,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
188.0,55.0,22,1,97.5,2.5,aerobic,hydrolysis_assisted_microbial_assimilation,no,25.0,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
209.0,59.0,22,1,97.5,2.5,aerobic,hydrolysis_assisted_microbial_assimilation,no,25.0,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
229.0,61.0,22,1,97.5,2.5,aerobic,hydrolysis_assisted_microbial_assimilation,no,25.0,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
251.0,65.0,22,1,97.5,2.5,aerobic,hydrolysis_assisted_microbial_assimilation,no,25.0,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
284.0,70.0,22,1,97.5,2.5,aerobic,hydrolysis_assisted_microbial_assimilation,no,25.0,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
308.0,73.0,22,1,97.5,2.5,aerobic,hydrolysis_assisted_microbial_assimilation,no,25.0,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
322.0,75.0,22,1,97.5,2.5,aerobic,hydrolysis_assisted_microbial_assimilation,no,25.0,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
350.0,76.0,22,1,97.5,2.5,aerobic,hydrolysis_assisted_microbial_assimilation,no,25.0,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
385.0,83.0,22,1,97.5,2.5,aerobic,hydrolysis_assisted_microbial_assimilation,no,25.0,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
412.0,86.0,22,1,97.5,2.5,aerobic,hydrolysis_assisted_microbial_assimilation,no,25.0,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
450.0,89.0,22,1,97.5,2.5,aerobic,hydrolysis_assisted_microbial_assimilation,no,25.0,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
8.0,9.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
11.0,14.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
18.0,21.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
26.0,26.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
33.0,30.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
45.0,35.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
58.0,38.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
68.0,41.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
87.0,46.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
103.0,52.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
117.0,54.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
141.0,59.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
157.0,61.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
169.0,64.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
181.0,65.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
194.0,67.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
202.0,69.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
219.0,71.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
233.0,73.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
246.0,75.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
284.0,82.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
307.0,86.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
347.0,88.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
383.0,92.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
414.0,95.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
452.0,96.0,22,2,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,15.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
23.0,21.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
33.0,26.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
41.0,30.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
53.0,35.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
66.0,38.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
80.0,41.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
95.0,45.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
106.0,50.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
130.0,58.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
147.0,60.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
157.0,63.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
174.0,66.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
194.0,68.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
209.0,69.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
227.0,72.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
252.0,76.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
284.0,84.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
307.0,89.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
322.0,91.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
350.0,92.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
386.0,94.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
413.0,97.0,22,3,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,filler,25.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,bacteria_dominated
14.0,8.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
20.0,15.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
31.0,21.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
40.0,26.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
53.0,30.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
69.0,40.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
81.0,45.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
94.0,49.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
117.0,53.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
138.0,58.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
154.0,60.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
163.0,61.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
197.0,69.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
217.0,73.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
235.0,77.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
264.0,80.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
272.0,81.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
279.0,82.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
295.0,84.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
307.0,85.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
327.0,88.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
360.0,91.0,22,4,82.88,2.13,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,15.0,not_applicable,0.0,matrix_composites,bacteria_dominated
13.0,10.0,22,5,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,25.0,not_applicable,0.0,matrix_composites,bacteria_dominated
18.0,17.0,22,5,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,25.0,not_applicable,0.0,matrix_composites,bacteria_dominated
29.0,25.0,22,5,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,25.0,not_applicable,0.0,matrix_composites,bacteria_dominated
33.0,29.0,22,5,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,25.0,not_applicable,0.0,matrix_composites,bacteria_dominated
40.0,33.0,22,5,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,25.0,not_applicable,0.0,matrix_composites,bacteria_dominated
49.0,36.0,22,5,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,25.0,not_applicable,0.0,matrix_composites,bacteria_dominated
56.0,40.0,22,5,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,25.0,not_applicable,0.0,matrix_composites,bacteria_dominated
69.0,45.0,22,5,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,25.0,not_applicable,0.0,matrix_composites,bacteria_dominated
84.0,51.0,22,5,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,25.0,not_applicable,0.0,matrix_composites,bacteria_dominated
101.0,59.0,22,5,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,25.0,not_applicable,0.0,matrix_composites,bacteria_dominated
121.0,66.0,22,5,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,25.0,not_applicable,0.0,matrix_composites,bacteria_dominated
141.0,70.0,22,5,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,25.0,not_applicable,0.0,matrix_composites,bacteria_dominated
164.0,77.0,22,5,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,25.0,not_applicable,0.0,matrix_composites,bacteria_dominated
197.0,84.0,22,5,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,25.0,not_applicable,0.0,matrix_composites,bacteria_dominated
218.0,90.0,22,5,73.13,1.88,aerobic,hydrolysis_assisted_microbial_assimilation,yes,25.0,marine_aquatic,not_applicable,0.0,filler,25.0,not_applicable,0.0,matrix_composites,bacteria_dominated
