biodegradation_time_days,biodegradation_percentage,study_id,instance,adjusted_hb_ratio_formulation_mol,adjusted_hv_ratio_formulation_mol,biodegradation_condition,degradation_mechanism,additives,t_biodeg,degradation_environment,additive_type_1,additive1_percentage_wt,additive_type_2,additive2_percentage_wt,additive_type_3,additive3_percentage_wt,sample_shape_morphology,pha_degrading_microbes
5.0,3.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
8.0,4.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
12.0,5.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
18.0,6.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
22.0,6.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
30.0,7.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
33.0,15.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
37.0,16.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
42.0,21.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
47.0,26.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
55.0,28.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
59.0,32.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
65.0,38.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
71.0,41.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
75.0,47.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
80.0,54.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
90.0,58.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
100.0,63.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
110.0,66.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
125.0,72.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
129.0,73.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
144.0,78.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
155.0,83.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
170.0,88.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
180.0,90.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
200.0,93.0,1,1,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated
3.0,5.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
7.0,6.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
11.0,8.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
14.0,11.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
20.0,14.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
30.0,17.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
33.0,19.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
37.0,24.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
42.0,28.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
47.0,34.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
55.0,38.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
59.0,40.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
65.0,45.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
71.0,48.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
75.0,51.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
80.0,51.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
90.0,55.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
100.0,58.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
110.0,63.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
125.0,67.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
130.0,72.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
146.0,76.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
155.0,81.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
170.0,85.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
181.0,90.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
200.0,93.0,1,2,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,bacteria_dominated
5.0,0.0,1,3,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,uncategorized
11.0,1.0,1,3,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,uncategorized
19.0,1.0,1,3,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,uncategorized
25.0,1.0,1,3,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,uncategorized
30.0,2.0,1,3,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,uncategorized
39.0,3.0,1,3,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,uncategorized
47.0,3.0,1,3,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,uncategorized
56.0,5.0,1,3,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,uncategorized
67.0,9.0,1,3,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,uncategorized
74.0,12.0,1,3,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,uncategorized
83.0,17.0,1,3,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,uncategorized
92.0,19.0,1,3,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,uncategorized
98.0,23.0,1,3,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,uncategorized
109.0,24.0,1,3,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,uncategorized
119.0,24.0,1,3,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,uncategorized
134.0,25.0,1,3,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,uncategorized
144.0,25.0,1,3,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,uncategorized
160.0,26.0,1,3,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,uncategorized
179.0,28.0,1,3,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,uncategorized
200.0,29.0,1,3,79.2,10.8,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,films,uncategorized
5.0,0.0,1,4,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,uncategorized
11.0,1.0,1,4,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,uncategorized
19.0,1.0,1,4,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,uncategorized
25.0,1.0,1,4,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,uncategorized
30.0,2.0,1,4,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,uncategorized
39.0,3.0,1,4,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,uncategorized
48.0,5.0,1,4,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,uncategorized
56.0,7.0,1,4,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,uncategorized
68.0,12.0,1,4,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,uncategorized
74.0,14.0,1,4,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,uncategorized
83.0,17.0,1,4,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,uncategorized
92.0,20.0,1,4,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,uncategorized
98.0,24.0,1,4,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,uncategorized
110.0,25.0,1,4,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,uncategorized
120.0,26.0,1,4,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,uncategorized
135.0,27.0,1,4,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,uncategorized
145.0,28.0,1,4,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,uncategorized
159.0,29.0,1,4,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,uncategorized
179.0,29.0,1,4,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,uncategorized
200.0,29.0,1,4,23.76,3.24,aerobic,hydrolysis_assisted_microbial_assimilation,yes,24.0,soil,plasticizer,3.0,blend_polymer,70.0,not_applicable,0.0,films,uncategorized
1.0,5.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
4.0,10.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
5.0,15.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
6.0,18.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
7.0,25.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
8.0,27.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
9.0,29.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
11.0,35.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
12.0,37.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
14.0,43.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
16.0,45.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
18.0,52.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
20.0,54.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
23.0,57.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
25.0,60.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
27.0,61.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
30.0,65.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
34.0,68.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
37.0,71.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
44.0,73.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
49.0,74.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
54.0,75.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
59.0,76.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
65.0,77.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
70.0,79.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
74.0,80.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
79.0,82.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
90.0,84.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
100.0,87.0,2,1,53.856,7.344,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,6.8,reinforcement,30.0,stabilizer,2.0,sheets,bacteria_dominated
3.0,5.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
5.0,7.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
6.0,10.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
7.0,11.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
7.0,13.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
9.0,15.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
11.0,19.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
12.0,22.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
14.0,27.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
16.0,30.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
18.0,34.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
20.0,37.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
23.0,39.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
25.0,43.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
